Customer ID,frequency,recency,T,monetary_value,predicted_purchases,predicted_clv
12418.0,3.0,518.0,630.0,559.0866666666667,0.17155795105585706,586.2754612791095
12419.0,1.0,28.0,413.0,180.1,0.03270950910118935,41.557233875066345
12421.0,5.0,490.0,505.0,204.16,0.31328978844480926,381.7829050408689
12422.0,13.0,626.0,721.0,396.6769230769231,0.5117457040543242,1185.6263706287587
12423.0,9.0,465.0,465.0,258.1766666666667,0.5515377423177573,834.9576836539268
12424.0,2.0,386.0,548.0,1446.745,0.14129179304352601,1285.6202526380384
12425.0,1.0,370.0,448.0,777.2,0.11310533943745019,611.1262598429097
12426.0,1.0,468.0,662.0,582.73,0.07692520582656752,313.3569514617029
12427.0,2.0,350.0,371.0,261.15,0.20690723501236427,340.5690517247812
12428.0,6.0,258.0,283.0,497.8733333333334,0.5736733150120458,1683.2112752151174
12429.0,5.0,537.0,546.0,1215.71,0.2936074736673991,2125.3911587787557
12431.0,23.0,658.0,693.0,423.3782608695652,0.9196161244847441,2259.9598418889304
12432.0,2.0,130.0,172.0,871.33,0.3520138610039365,1907.7707882769744
12433.0,8.0,476.0,476.0,2553.6075,0.4882587201402285,7319.092445119233
12434.0,2.0,297.0,381.0,403.07,0.19644079617611457,497.95976036831576
12435.0,5.0,658.0,737.0,2583.5860000000002,0.22355223841351943,3444.6709878273946
12437.0,33.0,736.0,737.0,366.82181818181823,1.2370693631211935,2628.798452566184
12438.0,1.0,126.0,140.0,2016.78,0.2683311680019697,3697.385978177673
12439.0,1.0,43.0,725.0,76.52000000000001,0.009872013735627422,5.50440119175554
12440.0,1.0,255.0,717.0,290.69,0.048163157923494494,98.5572920162772
12444.0,4.0,150.0,171.0,783.8149999999999,0.588579446934024,2743.774407100257
12445.0,1.0,398.0,420.0,133.4,0.12321333321413501,116.78575169742527
12449.0,5.0,416.0,438.0,831.458,0.35196659820031323,1740.1837939975167
12450.0,4.0,318.0,474.0,134.945,0.2556693355512912,208.30242981219044
12451.0,6.0,519.0,529.0,1753.1016666666667,0.3497911798864427,3628.6954819548937
12454.0,4.0,365.0,421.0,2986.565,0.3017694690695382,5400.998095363985
12455.0,9.0,648.0,721.0,471.50222222222214,0.37351946183978424,1034.7918624234862
12456.0,2.0,210.0,254.0,1120.435,0.2716423742678095,1900.459458044962
12457.0,7.0,369.0,435.0,337.6042857142857,0.4593739760573623,913.8096252549775
12458.0,3.0,416.0,487.0,465.6266666666667,0.21542510140638252,612.1797520001453
12461.0,1.0,60.0,154.0,200.0,0.21258668325245025,295.65942444428504
12462.0,1.0,285.0,303.0,427.48,0.1592601069595673,472.9591854733543
12463.0,3.0,188.0,241.0,331.40333333333336,0.36969739539133883,743.6439759596981
12464.0,6.0,299.0,309.0,166.35833333333332,0.5397596198775854,530.8820095734961
12465.0,1.0,152.0,169.0,301.25,0.2385902374215558,497.37101089043244
12468.0,4.0,495.0,682.0,807.3775,0.19130996133157904,929.7045374842851
12469.0,1.0,14.0,536.0,1113.7,0.01349181567851802,104.50960198772796
12471.0,47.0,730.0,732.0,825.2717021276595,1.752365369614997,8363.088909718712
12472.0,18.0,693.0,725.0,921.8977777777777,0.7030018017205407,3769.8400712829452
12473.0,3.0,162.0,191.0,1088.7866666666666,0.44014397553352946,2894.258489486297
12474.0,28.0,649.0,666.0,438.0625,1.1526833875565794,2926.3143265281287
12475.0,1.0,356.0,409.0,723.38,0.12354132641118729,620.8770705127961
12476.0,17.0,486.0,501.0,757.8629411764706,0.9190639524709039,4045.366066541859
12477.0,8.0,601.0,623.0,2281.8925,0.3870897361986529,5194.426476688059
12480.0,6.0,479.0,507.0,835.4916666666667,0.3612616651774598,1786.2246021182564
12481.0,12.0,585.0,607.0,782.6491666666667,0.5665460824004939,2589.230720072741
12482.0,5.0,77.0,653.0,3450.728,0.0013716356773960361,28.205987362723803
12483.0,17.0,660.0,677.0,283.46352941176474,0.7097748138483749,1171.1678646364087
12484.0,11.0,649.0,681.0,527.7136363636364,0.47331331324573905,1461.727365150332
12488.0,2.0,66.0,75.0,372.635,0.5657790181340835,1303.4595885754911
12490.0,20.0,733.0,738.0,460.985,0.7669262961613673,2055.1012532423188
12492.0,2.0,340.0,403.0,131.60500000000002,0.1904098859421087,159.16071642469666
12493.0,1.0,32.0,197.0,201.24,0.13450709813338502,188.80950144424443
12494.0,8.0,561.0,576.0,191.0,0.4145929718734929,466.477868279805
12497.0,2.0,563.0,644.0,2518.37,0.12886370544501524,2042.6212227704566
12498.0,1.0,36.0,57.0,156.45,0.4036322835439035,436.3471659935237
12500.0,16.0,650.0,673.0,347.11125,0.6737980468579488,1362.1073690200485
12502.0,4.0,214.0,309.0,776.655,0.36893269994242855,1713.9967465859597
12504.0,3.0,578.0,596.0,214.88333333333333,0.18449548133346985,243.07818654561373
12507.0,3.0,450.0,584.0,434.93666666666667,0.18073019841125484,480.5062077006538
12508.0,1.0,3.0,29.0,123.08,0.47921661578610125,407.959406826572
12510.0,7.0,593.0,735.0,677.4485714285714,0.28808875371867276,1153.0217989218816
12514.0,1.0,374.0,641.0,1017.6800000000001,0.07315243986540668,518.8567519956968
12516.0,3.0,522.0,599.0,653.0533333333334,0.1811071343730485,722.4366947497434
12517.0,3.0,162.0,190.0,578.63,0.4419641511792065,1545.9477480028042
12518.0,4.0,110.0,110.0,433.015,0.7717961943433804,1980.8450981095643
12519.0,1.0,413.0,476.0,340.84000000000003,0.10887362875358321,259.7088880675604
12520.0,4.0,194.0,273.0,411.71,0.4091342425532329,1007.5005891829171
12522.0,1.0,12.0,51.0,103.32000000000001,0.39449476079602686,284.6826871850927
12523.0,22.0,713.0,732.0,195.345,0.8434849687100433,957.4585264078937
12524.0,15.0,660.0,669.0,704.4806666666667,0.6394874543173291,2624.6346305323004
12525.0,2.0,149.0,647.0,203.64999999999998,0.047682988835664276,61.630009092049185
12526.0,2.0,94.0,94.0,398.17999999999995,0.5132356248341943,1265.8970733115032
12527.0,4.0,448.0,529.0,108.42750000000001,0.24835415692798762,162.9867015985387
12528.0,5.0,303.0,312.0,287.99,0.46198675167835057,790.2345280366233
12530.0,8.0,583.0,642.0,425.2825,0.3742154125301267,936.8953706445208
12531.0,1.0,672.0,686.0,125.22,0.08181706432514393,73.28432102165394
12533.0,1.0,111.0,738.0,437.97,0.0208578332707442,64.0523868488912
12535.0,1.0,95.0,186.0,344.9,0.19755154723985036,471.35808084406506
12536.0,1.0,16.0,59.0,8322.12,0.3712241796987031,20872.39875979856
12538.0,1.0,349.0,378.0,363.95,0.13343859124121976,338.78470073212236
12539.0,5.0,694.0,716.0,1213.1380000000001,0.23172991438122037,1676.883410929167
12540.0,30.0,713.0,732.0,728.063,1.132909883678376,4779.9123094830975
12541.0,2.0,251.0,280.0,334.39,0.25555771504008085,536.2256894944517
12542.0,1.0,156.0,640.0,117.09,0.03981432711151558,33.39167438749995
12545.0,1.0,184.0,259.0,372.24,0.16826667891922548,434.8283491102548
12546.0,1.0,31.0,77.0,401.3,0.3350389434743246,918.7938879561931
12547.0,2.0,303.0,500.0,103.9,0.14575981483319836,96.73610314605789
12549.0,4.0,122.0,697.0,254.315,0.009296977188459283,14.268534123249001
12552.0,1.0,1.0,39.0,120.0,0.42511897356659467,353.82769252182595
12553.0,11.0,415.0,423.0,370.0690909090909,0.7112953700433903,1536.196288396257
12556.0,1.0,101.0,151.0,290.81,0.24293054475755835,488.36976644180857
12557.0,7.0,706.0,722.0,2394.785714285714,0.3038474920273479,4296.072728804151
12559.0,1.0,9.0,319.0,75.60000000000001,0.042779462155783446,23.375460397121955
12560.0,2.0,138.0,143.0,420.85,0.4064289572610529,1064.0764647804929
12562.0,8.0,427.0,435.0,567.615,0.5252964830895184,1750.2660656542935
12567.0,13.0,644.0,666.0,1014.4292307692308,0.5621161750474655,3327.576880663351
12569.0,25.0,250.0,252.0,151.0404,2.2740715148403208,1980.118222158556
12571.0,1.0,82.0,121.0,271.26,0.27947128517347425,523.0636892559189
12572.0,1.0,43.0,51.0,487.68,0.43188078052062573,1431.1774063081634
12573.0,4.0,238.0,465.0,141.34750000000003,0.21834778798101526,186.25035927041012
12575.0,1.0,69.0,526.0,281.02,0.031348019106949884,61.8587872073651
12576.0,7.0,491.0,526.0,252.56714285714287,0.3978887991763977,593.2476911191793
12577.0,4.0,701.0,736.0,360.8,0.18950903085870563,412.3328636033124
12578.0,3.0,422.0,443.0,1210.1966666666667,0.2365251437990396,1742.7370912783517
12580.0,1.0,330.0,576.0,415.7,0.07994203734306425,232.58451393220417
12582.0,3.0,339.0,577.0,381.09666666666664,0.16534410570478272,385.3004448179216
12583.0,26.0,731.0,733.0,524.2307692307693,0.9892498490756166,3008.1929416491034
12584.0,8.0,277.0,280.0,234.315,0.7429628123319563,1019.4921752038124
12585.0,1.0,117.0,351.0,777.25,0.09658436077000075,520.4398966656734
12586.0,3.0,706.0,723.0,546.7733333333333,0.15596528299557663,521.7718507484695
12588.0,2.0,558.0,597.0,314.94,0.13909705451490237,276.9722576487009
12589.0,4.0,661.0,689.0,995.04,0.20103662640287465,1203.8759410288021
12591.0,2.0,91.0,408.0,327.0,0.08921481366303942,183.7872568866958
12592.0,2.0,427.0,519.0,218.8,0.153522669195065,212.6708275135921
12593.0,2.0,110.0,218.0,91.05,0.2738799747388716,158.32884158221606
12594.0,13.0,609.0,646.0,379.69,0.5754946679883641,1275.4950145761081
12596.0,1.0,191.0,242.0,348.32,0.18154245806542718,438.90339375153707
12597.0,3.0,249.0,268.0,1098.3566666666666,0.3498103196041423,2328.5400942479823
12598.0,9.0,639.0,648.0,433.85555555555555,0.41523054004678217,1057.9346311801069
12599.0,12.0,548.0,577.0,149.77,0.5908725954118456,517.4556780504031
12600.0,20.0,704.0,732.0,237.901,0.7698748959618491,1065.010132303757
12601.0,5.0,215.0,404.0,115.41199999999999,0.29068226803220965,200.45739364871991
12604.0,1.0,182.0,261.0,75.67999999999999,0.1664768545409798,90.83029605188943
12605.0,3.0,82.0,458.0,325.32,0.0475304800692868,94.42761920952152
12609.0,8.0,641.0,719.0,388.15749999999997,0.33763921521158696,772.1171523189689
12610.0,4.0,104.0,126.0,288.1975,0.7057026667359164,1208.3538501161524
12613.0,7.0,668.0,725.0,783.4657142857143,0.3006907525819737,1391.5400575965232
12615.0,6.0,629.0,631.0,764.25,0.30104169620274956,1363.6421176843662
12616.0,2.0,293.0,388.0,356.65,0.19230125215071855,431.65922732185
12619.0,9.0,544.0,560.0,404.5822222222222,0.4704219121182392,1116.7585749639986
12620.0,2.0,190.0,204.0,388.875,0.32224284490689864,782.9741732109014
12621.0,31.0,667.0,668.0,790.3667741935484,1.2702943562306086,5814.312267030799
12623.0,6.0,420.0,696.0,361.3533333333333,0.2156186701733795,462.49397724500676
12624.0,1.0,71.0,177.0,341.19,0.19229290395799378,453.63518865277763
12625.0,3.0,385.0,596.0,1398.3966666666668,0.16786871781966595,1432.4030062119562
12626.0,8.0,303.0,326.0,690.56,0.6580642244608342,2661.2030582909606
12627.0,6.0,130.0,140.0,618.4183333333334,0.9259704516171816,3351.7981055473238
12628.0,2.0,60.0,64.0,226.41,0.6076714602044527,852.066367880003
12629.0,1.0,38.0,423.0,853.86,0.03568364381385051,211.5977424960911
12630.0,1.0,34.0,43.0,569.09,0.4554486269760277,1756.8120108097023
12631.0,4.0,636.0,693.0,685.8475,0.19895579705434,821.5749699474176
12632.0,1.0,44.0,564.0,410.56,0.01945919478509463,55.909385415934736
12633.0,6.0,467.0,525.0,576.9616666666667,0.34802161867215475,1188.9799006494532
12634.0,1.0,13.0,548.0,130.0,0.012478090352310114,11.566503842383975
12635.0,3.0,367.0,456.0,733.0266666666666,0.2252632900454263,1006.2397606071806
12637.0,10.0,476.0,543.0,764.2470000000001,0.5215968539812007,2332.9246093943248
12638.0,1.0,606.0,639.0,671.69,0.08643523829261301,405.3780497805143
12639.0,2.0,389.0,627.0,529.395,0.12027136706572256,401.77147385061016
12640.0,2.0,58.0,81.0,204.995,0.5375626103093416,684.5492934653081
12642.0,2.0,82.0,107.0,323.40500000000003,0.46927357588481283,942.3789276525707
12643.0,10.0,483.0,611.0,613.722,0.4513236826587464,1622.4145750838165
12644.0,3.0,565.0,694.0,415.52,0.15724749181528566,399.9530608929567
12645.0,7.0,635.0,668.0,452.2357142857143,0.3244396620352392,866.6839325366727
12646.0,1.0,45.0,49.0,615.28,0.44110185917083294,1840.6831679621573
12647.0,31.0,673.0,695.0,533.5787096774193,1.2227946390895024,3779.535735310351
12648.0,3.0,547.0,701.0,302.0833333333333,0.15438737333033395,285.8126212797239
12649.0,6.0,589.0,696.0,331.3916666666667,0.2699625954246568,531.1282413452174
12651.0,3.0,131.0,465.0,92.91666666666667,0.09615360750179623,55.080011787773955
12652.0,1.0,103.0,434.0,919.98,0.06246340152959643,399.0701805692645
12653.0,2.0,378.0,526.0,1104.925,0.14719218795490885,1022.9163448258821
12654.0,3.0,285.0,295.0,145.12666666666667,0.3268314415363059,289.8436429542509
12656.0,7.0,545.0,562.0,780.4042857142857,0.37758583001864665,1737.8583636575327
12657.0,2.0,67.0,78.0,512.37,0.5549100195534963,1756.1193783408773
12662.0,18.0,617.0,617.0,361.75888888888886,0.8134039871395348,1710.716649486301
12663.0,1.0,44.0,668.0,85.65,0.01251955656890038,7.7696124645499856
12664.0,10.0,718.0,726.0,552.096,0.41243732341665684,1335.1568935016294
12665.0,2.0,345.0,669.0,72.4,0.1037111781013574,48.441414128922425
12668.0,9.0,666.0,677.0,1076.548888888889,0.3995481842476569,2525.1864047575987
12669.0,2.0,106.0,256.0,803.865,0.22442100130139267,1127.298146513287
12670.0,6.0,656.0,666.0,589.115,0.2869063847450329,1002.3692879373326
12672.0,1.0,266.0,595.0,225.9,0.06802384621029939,108.37567851482585
12673.0,2.0,396.0,401.0,305.26,0.19547505770589574,376.0040795336674
12674.0,3.0,169.0,207.0,461.2866666666667,0.41465045165113795,1157.929601209507
12675.0,1.0,25.0,578.0,12.75,0.013541597382427476,1.5437252815069302
12676.0,8.0,459.0,483.0,284.8825,0.4801994373174926,804.2808842491554
12677.0,1.0,111.0,666.0,204.4,0.02674834430953899,38.66544635269386
12678.0,17.0,659.0,701.0,1891.2282352941174,0.6849030475011837,7536.564478618205
12679.0,3.0,225.0,283.0,106.32000000000001,0.32903532363061344,214.33845632719087
12680.0,3.0,113.0,113.0,189.67666666666665,0.6145383044280662,703.8944529375306
12681.0,42.0,712.0,726.0,710.8033333333334,1.5797838903895276,6496.377225922953
12682.0,47.0,735.0,738.0,502.2895744680851,1.739566200529421,5053.404979384108
12683.0,16.0,722.0,726.0,777.405,0.6320115201125064,2861.550025543655
12684.0,6.0,206.0,213.0,299.0883333333333,0.7081656923997778,1246.0012189680306
12685.0,5.0,65.0,93.0,462.76800000000003,0.9759612695803571,2649.462114050414
12689.0,1.0,102.0,127.0,736.58,0.2792738648930168,1408.1668022862054
12691.0,6.0,392.0,420.0,172.63333333333333,0.4218241841028681,431.5631487430344
12693.0,6.0,395.0,522.0,187.27833333333334,0.3357080921178737,373.0889478962452
12694.0,2.0,351.0,421.0,434.835,0.18334892481780382,501.718745094006
12695.0,6.0,658.0,665.0,152.24333333333334,0.28739677006460657,260.25465840656284
12696.0,1.0,74.0,508.0,534.76,0.03572121616345962,133.26314846465928
12697.0,2.0,141.0,169.0,283.54499999999996,0.3606867998601935,638.7688725886067
12700.0,3.0,208.0,215.0,1282.52,0.41129177335787026,3189.1558963090024
12701.0,5.0,554.0,633.0,379.81800000000004,0.25476440702992537,577.5210936179384
12703.0,3.0,613.0,684.0,149.66666666666666,0.16199044848795144,149.16635939121701
12704.0,6.0,162.0,169.0,335.2133333333333,0.825857302642975,1624.6691280292112
12705.0,11.0,518.0,533.0,928.8390909090908,0.5861613807957827,3180.6711209064647
12708.0,17.0,692.0,721.0,300.5076470588235,0.6702582213779442,1172.8037592078344
12709.0,28.0,715.0,730.0,1051.135,1.0638598271589925,6482.574162696936
12710.0,2.0,105.0,201.0,215.02999999999997,0.2941034214441703,396.5812150348319
12711.0,1.0,65.0,676.0,789.75,0.016143058779567537,88.99094937514589
12712.0,20.0,702.0,730.0,342.99300000000005,0.7717311295213365,1538.7909395195331
12714.0,11.0,726.0,735.0,1219.1872727272728,0.4440866837436867,3168.709242456869
12716.0,1.0,130.0,133.0,375.59000000000003,0.2800091261720827,723.7914671366275
12717.0,2.0,439.0,590.0,515.49,0.13444117939873293,437.13788926234474
12719.0,1.0,60.0,65.0,361.35,0.3967647144825538,979.0063153180439
12720.0,24.0,504.0,506.0,305.34083333333336,1.2630321748380442,2234.1049240842754
12721.0,7.0,440.0,471.0,465.93285714285713,0.4366575131477311,1198.9814220669618
12722.0,3.0,65.0,150.0,231.57000000000002,0.456146074117147,638.9873366299157
12723.0,2.0,62.0,65.0,212.82999999999998,0.6044755990258951,797.2677944780986
12724.0,6.0,530.0,535.0,291.02,0.3467422500381874,598.2199194864784
12725.0,3.0,213.0,584.0,561.87,0.10407333747361446,357.2246467275752
12726.0,10.0,596.0,624.0,363.32399999999996,0.4694085460758246,999.4963779371299
12727.0,8.0,644.0,654.0,615.02625,0.37176109604974206,1345.7136019379184
12728.0,4.0,312.0,383.0,209.0825,0.32260740340291666,405.5531511801661
12731.0,15.0,624.0,647.0,1609.9540000000002,0.6570023002383006,6160.023263716684
12733.0,3.0,455.0,689.0,431.55,0.14870260879964517,392.7482132661961
12734.0,2.0,40.0,392.0,254.65,0.04775073832736584,76.69665282019957
12735.0,1.0,22.0,337.0,459.8,0.04685252764110791,149.76317681320202
12739.0,3.0,316.0,394.0,427.0133333333333,0.2539546784331263,660.7820743012618
12741.0,1.0,4.0,533.0,170.0,0.01113882841764905,13.410767293719996
12744.0,7.0,540.0,591.0,3437.73,0.3591206025391461,7279.587158482266
12745.0,2.0,196.0,682.0,361.925,0.05932700540218322,135.79547497414364
12747.0,25.0,730.0,732.0,355.8356,0.9541607843555343,1970.2440716697768
12748.0,201.0,735.0,735.0,280.49,7.314124977288309,11831.42651675871
12749.0,6.0,518.0,521.0,1010.7433333333333,0.3547270688589979,2121.950704149799
12753.0,5.0,340.0,362.0,3567.7599999999998,0.41011714721683623,8681.412725506829
12754.0,2.0,73.0,308.0,1482.585,0.13665657029584943,1267.214550629149
12755.0,9.0,413.0,693.0,1003.0788888888887,0.22168885061368593,1305.6876968315598
12757.0,8.0,196.0,211.0,837.06875,0.9061832681669494,4424.79988949807
12758.0,6.0,622.0,738.0,1241.4266666666667,0.2560390680182581,1885.1309678478838
12759.0,7.0,683.0,735.0,644.64,0.29740633090517105,1132.7119680121805
12761.0,1.0,7.0,464.0,25.0,0.017043588775723185,3.383748608528669
12762.0,1.0,18.0,25.0,1436.93,0.5245646412030516,5070.679769961535
12763.0,1.0,231.0,369.0,174.0,0.12214991026454887,149.84540791906744
12765.0,5.0,169.0,641.0,251.516,0.022214216642757394,33.38211729751106
12766.0,8.0,404.0,407.0,1149.24,0.5550830298373054,3741.2890093765645
12770.0,1.0,246.0,456.0,1351.45,0.0959651419339188,899.997691241216
12775.0,6.0,392.0,409.0,252.33333333333334,0.4322116905484232,645.4812205995129
12778.0,8.0,583.0,602.0,174.635,0.39890939479249643,410.5820639763912
12779.0,13.0,699.0,736.0,488.49615384615385,0.513623344491029,1465.3844795223833
12781.0,1.0,221.0,284.0,277.48,0.16048912071585442,310.54809769024246
12782.0,10.0,515.0,519.0,433.014,0.5516628982755436,1398.105930186474
12783.0,4.0,73.0,75.0,471.72249999999997,0.9295221496399266,2589.343826669691
12784.0,2.0,520.0,529.0,287.21,0.15530225995181166,281.88570347698516
12785.0,2.0,367.0,731.0,366.75,0.09381026464017712,217.68484852301296
12787.0,3.0,404.0,413.0,154.55333333333334,0.25119757851857355,237.86147909598577
12788.0,3.0,65.0,528.0,94.60000000000001,0.018291098955390207,10.676086941406043
12789.0,2.0,628.0,693.0,92.05,0.12155748978853763,71.82381415146273
12790.0,1.0,218.0,410.0,324.92,0.10478229444991168,238.00824411548794
12791.0,4.0,251.0,624.0,227.35750000000002,0.11227600962634623,154.00363116925814
12792.0,1.0,278.0,534.0,400.54,0.08182495300220831,229.28377990653357
12793.0,2.0,67.0,401.0,338.64,0.0699752337293168,149.2303708234083
12794.0,1.0,45.0,98.0,543.41,0.29738051125798576,1104.6934958028198
12797.0,1.0,59.0,424.0,508.06,0.045497844106617176,161.00515097424844
12798.0,3.0,411.0,421.0,2325.68,0.2472528081076711,3497.745726088332
12800.0,1.0,206.0,676.0,180.92000000000002,0.04526596713082703,58.057515309851965
12802.0,6.0,377.0,563.0,273.695,0.2936390119498714,476.6729883532562
12804.0,1.0,35.0,500.0,147.09,0.023051145527769542,24.07610187474169
12805.0,3.0,293.0,674.0,389.48333333333335,0.11109647629411261,264.86290794963395
12806.0,3.0,153.0,588.0,508.15333333333336,0.05854819270366045,181.80110046560006
12808.0,4.0,426.0,462.0,179.1125,0.28179308845617546,304.1594710727852
12809.0,2.0,470.0,647.0,561.13,0.12319404111533089,436.2261579791923
12810.0,1.0,142.0,676.0,375.33,0.03249012381802551,85.55681459401886
12811.0,4.0,167.0,427.0,187.7375,0.17184698703096624,194.24977746968713
12813.0,2.0,192.0,693.0,721.8,0.05550069480600284,252.74608003722554
12815.0,1.0,51.0,198.0,448.1,0.15317145780331687,474.05142072215597
12816.0,1.0,81.0,176.0,253.55,0.20034868531569497,352.50481413437626
12817.0,2.0,153.0,434.0,247.69000000000003,0.12266014524986446,191.8559635501506
12820.0,10.0,731.0,734.0,254.12199999999999,0.40868131240858746,609.4692448378984
12821.0,1.0,397.0,611.0,92.72,0.08001757903391349,53.544465762500884
12822.0,1.0,17.0,87.0,257.98,0.28833023766334315,511.5683251713781
12823.0,14.0,605.0,679.0,434.64285714285717,0.5820254988663949,1475.4984405866915
12825.0,1.0,120.0,641.0,303.8,0.03138499260117719,67.01633233360091
12826.0,11.0,719.0,721.0,227.05,0.4520441671068995,601.3431003277669
12827.0,2.0,39.0,44.0,106.2,0.6937836116241718,459.07318620400997
12828.0,5.0,128.0,130.0,158.342,0.836859614567416,782.1573839848749
12829.0,2.0,214.0,550.0,146.5,0.10329793020340593,96.25374275181174
12830.0,4.0,134.0,171.0,1148.2,0.5810808066918024,3966.633845419531
12831.0,1.0,201.0,463.0,215.05,0.085010065530943,128.70653696303913
12832.0,1.0,66.0,98.0,115.23,0.31465553725357975,254.05625758403997
12835.0,36.0,309.0,736.0,159.95055555555555,1.263291059715914e-09,1.1704577495180458e-06
12836.0,13.0,679.0,738.0,473.9807692307692,0.5097145781448833,1411.0660580695
12837.0,1.0,396.0,569.0,134.1,0.08746302693468044,83.59119113647931
12838.0,9.0,559.0,592.0,352.27000000000004,0.4471567198397742,924.7352364770925
12839.0,25.0,730.0,732.0,389.0292,0.9541607843555343,2153.9593499488064
12840.0,6.0,531.0,674.0,648.6616666666667,0.2722845161535304,1047.41486584493
12841.0,38.0,515.0,519.0,189.35736842105263,1.9199271610602275,2101.063101597031
12842.0,3.0,667.0,737.0,506.93,0.15187052540468496,471.1922541493016
12843.0,27.0,661.0,726.0,241.16925925925923,1.0093794618381744,1412.0717505177417
12844.0,3.0,564.0,593.0,175.19000000000003,0.18489180263774038,198.85052681811888
12845.0,3.0,23.0,290.0,96.33333333333333,0.057937403488246324,34.24493244923379
12847.0,1.0,365.0,387.0,871.54,0.13153107247650797,795.2322944871676
12849.0,5.0,560.0,591.0,523.654,0.27333292171312173,853.4184580964802
12851.0,1.0,381.0,477.0,135.18,0.10634128398231232,102.24501445978461
